roast_id,timestamp,tc,t1,t2,flow_gas,vac,drum_speed,vaf_close,vat_open,gas_pressure,air_speed,set_bf,set_vac,set_tt,set_vaf,set_vat
SYNTH_009_P10,2000-01-01 12:06:45,204.0,756.6,601.6,41.6,442.8,36.5,23.2,50.9,146.0,4.77,41.6,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:06:50,200.8,751.4,600.0,41.1,481.5,36.7,41.4,46.4,140.2,4.8,41.1,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:06:55,197.9,744.5,597.5,37.1,574.2,36.7,27.1,57.4,137.8,4.85,37.1,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:07:00,194.5,751.7,597.9,44.2,477.3,36.7,41.6,61.5,141.3,4.77,44.2,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:07:05,191.6,749.3,599.6,40.0,478.3,36.8,26.8,46.6,136.3,4.76,40.0,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:07:10,189.0,753.8,598.6,43.9,476.6,36.9,34.1,48.6,134.8,4.74,43.9,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:07:15,185.3,748.3,599.0,40.9,489.7,36.8,40.1,66.5,140.0,4.65,40.9,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:07:20,181.4,751.6,598.0,39.4,496.1,36.9,20.2,43.0,133.5,4.66,39.4,50.0,87.0,26.0,56.0
SYNTH_009_P10,2000-01-01 12:07:25,178.1,749.8,597.2,40.5,514.4,36.9,33.7,48.7,140.8,4.69,40.5,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:00,207.4,312.8,218.9,5.0,415.5,36.6,24.5,43.9,135.6,6.21,5.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:05,206.7,322.5,226.0,7.7,472.6,36.6,26.6,37.8,143.4,6.25,7.7,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:10,207.0,315.2,220.8,5.8,544.4,36.5,18.2,39.8,145.5,6.21,5.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:15,207.4,315.7,223.7,5.0,599.5,36.6,25.3,39.0,135.9,6.19,5.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:20,207.5,320.0,223.0,5.0,552.2,36.6,23.8,46.4,143.9,6.19,5.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:25,208.0,319.8,225.3,5.0,542.7,36.5,28.8,53.9,139.2,6.24,5.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:30,207.7,323.0,226.0,5.0,468.9,36.5,34.9,30.8,141.0,6.29,5.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:35,207.8,308.5,220.9,5.0,434.1,36.5,12.3,52.7,137.1,6.23,5.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:40,208.1,314.4,221.6,6.4,481.8,36.5,14.5,58.5,143.2,6.21,6.4,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:45,195.7,328.7,234.4,5.0,538.1,36.5,17.7,53.0,140.2,6.26,5.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:50,187.7,345.7,250.3,5.7,476.0,36.6,26.5,46.7,141.0,6.3,5.7,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:45:55,179.2,359.4,266.3,12.5,509.1,36.5,28.7,55.8,137.7,6.18,12.5,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:00,172.2,381.8,281.4,10.1,470.0,36.6,25.8,52.6,133.8,6.24,10.1,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:05,164.5,392.6,293.5,9.0,605.4,36.7,40.3,46.9,145.6,6.17,9.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:10,158.4,396.9,301.0,11.3,500.5,36.6,26.5,50.2,144.1,6.26,11.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:15,152.4,430.1,316.9,11.2,516.5,36.6,21.7,48.9,138.8,6.19,11.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:20,146.8,437.5,329.7,14.2,544.2,36.5,24.0,48.6,139.3,6.19,14.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:25,141.2,449.4,342.7,15.8,535.8,36.5,36.7,47.4,143.3,6.21,15.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:30,137.1,461.6,347.6,17.9,509.5,36.6,21.7,36.0,142.2,6.33,17.9,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:35,132.1,477.6,358.4,20.2,518.5,36.5,30.6,37.2,143.6,6.21,20.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:40,128.8,487.4,366.9,17.1,535.2,36.5,13.8,58.0,142.1,6.21,17.1,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:45,125.3,490.3,373.7,17.3,489.0,36.5,25.0,30.2,136.1,6.23,17.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:50,122.3,499.5,384.1,22.4,542.7,36.6,32.8,41.2,143.8,6.21,22.4,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:46:55,118.9,510.3,393.0,17.3,555.4,36.5,24.4,56.6,145.9,6.25,17.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:00,116.3,518.4,396.2,19.2,486.5,36.6,29.1,67.6,141.6,6.23,19.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:05,115.1,532.0,406.7,25.7,471.3,36.6,17.9,55.9,131.4,6.25,25.7,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:10,112.0,537.9,416.1,21.9,496.8,36.5,22.6,64.4,131.1,6.2,21.9,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:15,110.2,540.5,422.7,25.7,467.9,36.6,8.7,42.7,137.7,6.21,25.7,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:20,110.2,552.1,428.4,22.0,520.8,36.6,14.0,58.8,140.1,6.22,22.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:25,108.5,561.4,435.3,27.2,522.9,36.6,25.5,56.9,141.2,6.26,27.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:30,108.2,572.9,445.8,23.8,498.3,36.7,27.2,43.0,136.0,6.26,23.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:35,106.8,581.8,453.8,24.0,509.2,36.5,27.0,47.2,133.3,6.25,24.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:40,107.5,593.0,463.5,26.8,433.8,36.5,33.6,59.1,137.4,6.22,26.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:45,107.3,599.0,467.5,29.4,522.6,36.5,18.7,48.4,146.4,6.28,29.4,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:50,106.8,611.3,473.3,27.4,497.2,36.5,32.2,51.4,140.3,6.51,27.4,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:47:55,107.8,611.8,477.9,31.9,492.8,36.5,19.7,64.9,135.9,6.53,31.9,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:00,108.7,613.8,480.6,28.9,483.1,36.6,24.1,53.7,141.2,6.53,28.9,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:05,109.7,616.0,486.7,27.4,502.0,36.5,21.2,50.0,140.3,6.46,27.4,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:10,110.2,625.4,491.2,32.4,524.2,36.6,19.0,56.1,132.8,6.54,32.4,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:15,110.8,634.9,499.1,35.5,561.3,36.5,26.6,50.2,144.3,6.53,35.5,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:20,112.0,643.2,503.8,30.2,570.7,36.6,27.2,31.4,146.7,6.57,30.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:25,113.8,651.8,510.2,33.0,524.4,36.7,28.8,43.3,138.7,6.55,33.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:30,116.1,648.3,511.6,35.8,565.4,36.6,25.1,35.6,135.5,6.55,35.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:35,117.6,648.8,511.1,32.8,492.5,36.6,20.4,47.8,134.0,6.46,32.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:40,119.1,652.5,516.2,33.3,442.9,36.6,37.5,73.7,130.8,6.52,33.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:45,121.4,657.2,520.7,31.6,514.4,36.6,19.9,65.1,138.4,6.48,31.6,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:50,123.5,669.0,525.9,31.1,482.1,36.6,25.3,30.0,136.0,6.52,31.1,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:48:55,125.6,674.1,528.1,32.0,512.5,36.6,25.8,45.4,131.4,6.52,32.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:00,128.4,680.2,535.1,34.9,573.9,36.6,21.1,59.3,145.2,6.58,34.9,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:05,130.9,673.7,537.6,33.4,413.9,36.6,26.8,43.3,146.8,6.54,33.4,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:10,133.8,679.3,540.5,31.8,493.7,36.5,22.8,51.2,150.0,6.47,31.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:15,135.5,681.2,546.3,38.0,502.7,36.5,40.6,42.3,137.8,6.52,38.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:20,138.3,695.4,553.3,34.1,499.0,36.5,28.1,54.1,136.9,6.48,34.1,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:25,141.7,697.1,556.4,37.6,579.3,36.7,31.1,59.5,135.0,6.49,37.6,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:30,143.1,714.1,561.3,37.0,478.5,36.5,27.9,51.0,144.6,6.53,37.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:35,146.8,700.7,561.7,41.0,463.5,36.5,32.4,58.5,139.4,6.64,41.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:40,149.6,703.0,567.5,37.5,497.6,36.5,16.6,50.7,138.6,6.52,37.5,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:45,152.7,716.5,570.8,38.6,499.5,36.6,14.3,43.9,147.7,6.55,38.6,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:50,156.0,715.3,575.1,39.8,504.8,36.6,27.3,46.9,141.0,6.59,39.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:49:55,159.4,728.5,577.7,41.2,504.5,36.6,33.7,39.0,137.6,6.2,41.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:00,161.9,716.6,576.9,38.7,495.2,36.6,21.7,59.6,140.2,6.17,38.7,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:05,165.6,728.5,578.5,38.8,540.7,36.6,17.1,49.1,139.1,6.19,38.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:10,168.8,732.9,582.5,36.9,416.0,36.6,28.8,52.6,144.3,6.15,36.9,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:15,172.2,725.8,584.0,41.0,498.9,36.5,18.0,49.1,136.6,6.26,41.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:20,175.5,721.8,579.4,35.8,556.1,36.5,28.4,61.4,144.9,6.2,35.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:25,177.9,723.5,578.6,42.3,506.5,36.5,26.2,41.8,139.2,6.18,42.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:30,180.9,724.3,577.3,43.7,522.3,36.5,15.9,55.0,139.8,6.24,43.7,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:35,184.8,729.5,579.0,40.3,509.0,36.5,21.2,44.2,144.5,6.23,40.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:40,188.2,722.6,579.3,39.1,534.3,36.5,24.7,48.1,135.1,6.23,39.1,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:45,191.2,730.0,582.8,36.5,487.5,36.5,25.6,54.2,138.1,6.21,36.5,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:50,194.1,734.4,582.5,38.8,442.1,36.6,36.3,39.4,134.3,6.29,38.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:50:55,198.1,735.7,584.2,38.0,496.4,36.5,21.2,40.1,143.7,6.25,38.0,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:00,201.2,735.5,584.3,38.6,497.9,36.6,30.1,47.5,142.2,6.26,38.6,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:05,204.5,737.2,590.0,41.5,515.2,36.6,29.1,41.6,138.3,6.2,41.5,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:10,201.1,737.3,587.9,40.3,447.4,36.6,15.2,50.4,134.0,6.23,40.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:15,197.7,738.5,585.7,44.8,511.9,36.7,30.5,55.0,143.6,6.25,44.8,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:20,194.1,727.1,585.7,41.7,469.0,36.6,18.8,55.9,142.2,6.26,41.7,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:25,191.1,730.5,587.5,40.1,519.6,36.6,11.8,42.2,130.3,6.24,40.1,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:30,187.2,731.7,589.8,38.6,427.4,36.5,34.5,44.1,144.9,6.21,38.6,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:35,184.1,737.8,590.5,42.3,507.5,36.5,14.0,63.8,134.7,6.25,42.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:40,180.2,736.0,591.2,38.5,531.2,36.5,28.9,52.4,139.6,6.34,38.5,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:45,176.5,740.6,593.5,39.2,545.0,36.6,21.9,57.0,134.5,6.35,39.2,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:50,173.3,743.4,592.7,40.3,585.0,36.7,30.5,43.6,138.3,6.37,40.3,50.0,87.0,26.0,56.0
SYNTH_010_P10,2000-01-01 12:51:55,169.2,742.9,594.0,41.0,554.0,36.7,22.2,47.3,142.2,6.32,41.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:00,205.0,331.3,224.0,5.2,509.0,36.5,13.5,52.6,144.9,7.17,5.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:05,204.7,317.2,222.2,5.0,563.3,36.5,29.7,45.2,134.0,7.18,5.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:10,205.5,316.9,221.5,5.6,482.8,36.4,20.2,65.2,136.9,7.16,5.6,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:15,205.4,304.1,218.7,5.0,520.5,36.5,24.9,63.0,140.2,7.24,5.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:20,205.3,310.8,218.2,5.8,466.8,36.4,28.4,56.7,144.5,7.17,5.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:25,205.0,317.7,223.3,5.5,543.1,36.5,24.9,43.2,133.7,7.19,5.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:30,205.8,317.9,221.3,5.2,570.6,36.4,28.1,40.1,146.2,7.17,5.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:35,205.8,308.9,217.9,5.0,467.1,36.4,27.1,51.1,141.0,7.16,5.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:40,206.5,309.2,219.2,5.0,474.0,36.4,26.2,46.6,138.9,7.19,5.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:45,194.1,322.0,237.9,7.2,562.3,36.6,10.1,54.9,142.1,7.22,7.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:50,185.5,343.6,250.3,7.5,527.3,36.4,24.4,47.5,136.9,7.14,7.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:30:55,177.6,362.8,259.8,9.8,503.2,36.5,14.4,56.1,139.2,7.18,9.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:00,170.9,378.6,274.2,9.4,458.6,36.4,20.5,59.8,139.5,7.2,9.4,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:05,163.2,385.5,286.4,16.6,491.9,36.4,18.7,58.5,135.9,7.16,16.6,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:10,157.4,408.2,301.3,12.7,459.5,36.4,16.3,31.9,139.9,7.17,12.7,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:15,151.6,416.5,308.3,12.8,539.4,36.5,26.4,62.9,141.1,7.19,12.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:20,146.2,421.1,318.3,13.7,428.7,36.5,15.0,47.4,137.6,7.15,13.7,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:25,141.3,436.5,330.5,15.5,435.7,36.5,25.1,50.1,140.2,7.14,15.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:30,136.1,462.2,345.6,15.5,503.0,36.5,29.5,51.7,135.6,7.21,15.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:35,132.4,468.9,357.9,15.2,521.2,36.5,28.0,58.0,145.2,7.11,15.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:40,128.8,477.9,364.0,20.5,490.3,36.5,22.3,42.2,140.8,7.28,20.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:45,125.4,489.7,372.6,19.0,522.3,36.5,20.2,43.4,143.3,7.14,19.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:50,122.7,498.7,386.4,20.4,482.7,36.4,19.4,58.1,142.5,7.14,20.4,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:31:55,119.4,518.8,393.5,18.4,496.7,36.5,36.9,45.9,131.0,7.18,18.4,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:00,117.3,522.3,403.7,26.8,528.2,36.4,26.6,66.7,138.3,7.16,26.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:05,115.9,527.0,412.7,23.1,528.1,36.4,29.5,48.4,131.9,7.17,23.1,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:10,114.6,544.3,421.0,18.0,500.9,36.5,22.7,43.0,136.9,7.13,18.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:15,113.1,548.5,425.8,23.6,485.6,36.4,16.3,46.5,141.0,7.19,23.6,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:20,111.9,558.0,439.0,24.9,514.1,36.4,10.4,56.4,140.8,7.16,24.9,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:25,111.5,574.0,447.2,27.6,478.6,36.5,24.5,46.6,140.0,7.17,27.6,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:30,111.1,583.1,455.9,32.1,452.9,36.4,32.3,57.9,136.5,7.21,32.1,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:35,110.6,590.6,460.4,26.7,536.4,36.4,25.2,39.9,138.9,7.22,26.7,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:40,109.6,595.5,464.4,27.3,478.6,36.5,20.7,65.8,140.0,7.13,27.3,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:45,110.4,606.1,469.3,32.0,533.5,36.4,28.0,52.6,144.2,7.16,32.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:50,111.4,611.5,477.3,26.1,478.6,36.4,34.6,41.6,144.9,7.43,26.1,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:32:55,111.5,616.8,482.8,27.6,554.4,36.4,27.8,56.3,142.3,7.41,27.6,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:00,112.6,611.1,484.9,30.8,503.4,36.4,33.9,53.3,139.4,7.51,30.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:05,114.0,626.7,488.6,30.2,535.6,36.4,28.8,49.0,141.8,7.55,30.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:10,115.3,630.6,496.0,30.4,465.3,36.5,19.6,43.8,141.2,7.53,30.4,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:15,116.8,637.6,501.4,28.0,490.7,36.5,20.6,45.3,136.0,7.43,28.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:20,117.8,645.0,506.8,33.1,469.6,36.4,33.7,44.2,138.6,7.48,33.1,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:25,119.7,650.9,511.2,30.5,432.4,36.4,16.5,41.8,139.1,7.48,30.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:30,121.7,653.8,514.1,31.3,449.7,36.4,31.4,56.7,136.5,7.47,31.3,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:35,123.4,661.9,518.7,32.1,530.5,36.5,31.5,54.9,139.2,7.43,32.1,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:40,125.8,659.6,522.5,36.9,443.6,36.4,39.8,51.2,139.5,7.43,36.9,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:45,128.2,663.3,529.2,33.8,483.9,36.4,30.7,42.6,140.7,7.42,33.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:50,130.7,673.3,533.9,36.7,534.3,36.5,14.5,39.4,138.7,7.45,36.7,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:33:55,132.8,674.6,537.1,33.8,445.6,36.5,28.8,42.0,141.7,7.55,33.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:00,136.1,684.1,543.1,33.2,458.4,36.4,19.7,62.1,143.0,7.48,33.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:05,138.5,689.0,545.0,36.5,488.4,36.4,28.0,54.2,145.1,7.46,36.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:10,142.0,683.9,548.2,36.1,494.4,36.4,24.4,34.2,142.0,7.45,36.1,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:15,144.4,698.1,551.9,37.5,509.7,36.5,23.1,40.5,144.6,7.43,37.5,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:20,147.0,701.3,555.2,35.4,571.4,36.5,26.0,42.9,139.0,7.47,35.4,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:25,150.0,703.2,557.4,37.6,471.8,36.4,18.7,56.2,139.0,7.51,37.6,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:30,152.9,699.8,558.2,33.9,446.8,36.4,12.5,47.2,135.0,7.45,33.9,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:35,156.5,699.8,559.8,39.3,441.4,36.6,27.3,41.8,132.7,7.47,39.3,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:40,159.3,707.8,563.7,39.6,565.2,36.5,21.8,48.6,137.1,7.51,39.6,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:45,163.0,717.9,569.3,38.0,538.5,36.4,17.2,42.4,136.3,7.44,38.0,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:50,166.5,716.8,570.2,36.8,497.2,36.5,30.2,48.9,143.0,7.43,36.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:34:55,169.0,716.9,571.8,39.9,454.9,36.4,28.6,53.7,138.8,7.18,39.9,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:00,173.2,725.8,574.7,39.3,506.6,36.5,30.3,52.9,138.0,7.09,39.3,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:05,176.6,726.7,584.1,37.8,469.8,36.4,27.2,50.9,143.4,7.15,37.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:10,179.8,734.2,584.4,43.4,549.8,36.5,18.8,46.9,141.2,7.21,43.4,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:15,183.5,728.8,582.2,40.4,567.3,36.4,24.3,50.1,144.9,7.16,40.4,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:20,186.4,730.5,583.6,39.9,446.4,36.4,41.3,57.1,148.1,7.15,39.9,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:25,190.4,737.8,588.8,37.2,473.1,36.6,7.8,52.8,138.6,7.15,37.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:30,193.9,741.9,593.2,37.8,426.6,36.5,32.3,36.5,143.1,7.17,37.8,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:35,197.1,740.0,591.6,38.9,489.3,36.5,31.5,51.0,140.8,7.09,38.9,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:40,200.4,745.5,595.9,43.1,376.8,36.5,35.9,49.2,146.1,7.26,43.1,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:45,203.6,750.0,595.6,39.2,541.9,36.5,12.8,41.3,136.5,7.15,39.2,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:50,207.6,753.4,594.9,42.3,534.7,36.5,44.3,38.6,144.8,7.23,42.3,50.0,87.0,26.0,56.0
SYNTH_011_P10,2000-01-01 13:35:55,204.3,743.4,595.0,39.4,507.2,36.5,26.0,45.2,143.0,7.21,39.4,50.0,87.0,26.0,56.0
